DDMMYYYY, target, H, L, C, velocity3N, velocity5N, velocity10N, accel3N, accel5N, accel10N, cubic10N, cubic25N, cubic50N,"	mom3N", mom5N, mom10N, closeDevMA3N, closeDevMA5N, closeDevMA10N, linDev3N, linDev5N, linDev10N, quadDev3N, quadDev5N, quadDev10N, cubicDev3N, cubicDev5N, cubicDev10N, apc3N, apc5N, apc10N, priceVarRat3N, priceVarRat5N, priceVarRat10N, deltaPVR3N, deltaPVR5N, deltaPVR10N, atrRat3N, atrRat5N, atrRat10N, deltaATRrat3N, deltaATRrat5N, deltaATRrat10N, bWdith3N, bWdith5N, bWdith10N, deltabWidth3N, deltabWidth5N, deltabWidth10N, MMIFasterN, MMIFastestN," 	deltaMMIFastest3N", deltaMMIFastest5N, deltaMMIFastest10N, HurstMod, HurstFast, HurstFaster, ibsOneN, trendNorm, ctoCNorm, highDistNorm, lowDistNorm, trendDevSlowNorm, trendDevFastNorm, priceVRSNorm, priceVRFNorm, atrRatSlowNorm, atrRatFastNorm, bWidthSlowNorm, bWidthFastNorm, ATRWeek, ATRFast, ATRMod, ATRSlow
19.02.2009,38.875,1.2673,1.2557,1.2595,-0.92934,-0.93674,-0.93123,-0.33532,-0.28465,-0.04539,-0.25754,-0.12673,0.24494,-0.12943,-0.15175,-0.20349,0.12151,0.01303,-0.00114,0.9642,0.96669,0.96085,0.77599,0.75891,0.52827,0.77599,0.75891,0.52827,-0.28207,-0.33574,0.27053,-0.99579,-0.99104,-0.98855,-0.04538,-0.05464,-0.09242,-0.59457,-0.3457,0.18051,-0.48751,-0.80833,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.18367,0.73333,0.37662,0.15294,0.09278,1,1,0.60143,-0.40189,-0.70368,-0.09918,0.12362,0.90709,-0.64403,-0.19497,-0.94948,-0.63666,0.60019,-0.6952, -1.#IND0, -1.#IND0,0.0207,0.01905,0.01155,0.00874
20.02.2009,-54.056,1.265,1.2512,1.264,-0.91112,-0.92853,-0.92434,-0.30373,-0.26346,0.00642,-0.20951,-0.06398,0.30151,0.21311,0.19412,0.1944,0.42121,0.2492,0.14458,0.95366,0.95868,0.95288,0.75453,0.74027,0.49868,0.75453,0.74027,0.49868,0.01687,-0.04184,0.59945,-0.99761,-0.99037,-0.98095,-0.04643,-0.05413,-0.08851,-0.68574,-0.44371,0.08489,-0.52733,-0.78377,-0.99797, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.12925,0.6,0.48052,0.24706,0.09278,1,0.94777,0.6647,0.89375,-0.76689,0.19259,0.01788,0.53477,-0.46433,0.08215,-0.93878,-0.47482,0.53405,-0.80261, -1.#IND0, -1.#IND0,0.01971,0.01884,0.01158,0.00876
23.02.2009,271.386,1.2759,1.2564,1.2577,-0.87734,-0.91997,-0.93536,-0.3041,-0.27387,-0.04209,-0.22083,-0.06778,0.3004,0.06114,-0.15581,-0.04817,0.26359,0.25655,0.03154,0.94484,0.95656,0.95589,0.75481,0.74406,0.51551,0.75481,0.74406,0.51551,0.12008,-0.23373,0.55898,-0.99943,-0.99417,-0.97929,-0.04781,-0.05548,-0.0887,-0.63602,-0.43937,0.05555,-0.49883,-0.76001,-0.92796, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.02041,0.46667,0.37662,0.05882,0.01031,1,0.87666,0.66402,-0.96537,-0.79109,-0.17394,0.16613,0.79444,-0.55465,-0.00612,-0.93622,-0.44848,0.50637,-0.82573, -1.#IND0, -1.#IND0,0.01968,0.01886,0.01165,0.0088
24.02.2009,-127.231,1.29906,1.2557,1.29019,-0.92503,-0.96838,-1,-0.40675,-0.36642,-0.19417,-0.33159,-0.21116,0.1059,0.39559,0.50927,0.23264,0.95896,1,0.85428,0.97617,0.98708,0.99231,0.82086,0.80865,0.59851,0.82086,0.80865,0.59851,0.66847,0.52629,0.91724,-0.99701,-0.99607,-0.98139,-0.04797,-0.05699,-0.08824,-0.15658,-0.10133,0.25897,0.09819,-0.38654,-0.73064, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.08844,0.73333,0.48052,0.43529,0.09278,1,0.88202,0.66336,0.60846,-0.74346,1,-0.625,-0.5175,0.28923,0.99763,-0.93715,-0.50632,0.6227,-0.56372, -1.#IND0, -1.#IND0,0.02307,0.01984,0.01197,0.00894
25.02.2009,90.032,1.29054,1.26614,1.2748,-0.93648,-0.95528,-0.99868,-0.41178,-0.43538,-0.19871,-0.36874,-0.21545,0.09624,-0.23389,-0.04385,-0.19456,0.37923,0.56719,0.54079,0.97963,0.98502,0.99283,0.82383,0.83051,0.60133,0.82383,0.83051,0.60133,0.36862,0.49204,0.64152,-0.99893,-0.99591,-0.98609,-0.04803,-0.05792,-0.08643,-0.20793,-0.10919,0.25107,0.13311,-0.38909,-0.75769, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.14286,0.86667,0.68831,0.52941,0.09278,1,0.90648,0.69325,-0.34287,-0.66486,-0.50621,-0.27545,0.09561,-0.03543,0.53392,-0.94648,-0.57328,0.61478,-0.56862, -1.#IND0, -1.#IND0,0.02326,0.02003,0.0121,0.009
26.02.2009,-96.126,1.2898,1.26996,1.28576,-0.92578,-0.93447,-0.97879,-0.39921,-0.37336,-0.17274,-0.38051,-0.20787,0.11964,0.17485,0.15044,0.02625,0.42897,0.71081,0.8219,0.975,0.9781,0.98629,0.81638,0.80837,0.58992,0.81638,0.80837,0.58992,0.62253,0.7257,0.69064,-0.99968,-0.99507,-0.98949,-0.04747,-0.06021,-0.07999,-0.32946,-0.1809,0.19906,-0.01707,-0.30176,-0.77847, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.14286,1,0.8961,0.52941,0.17526,1,0.84424,0.73138,0.61048,-0.57388,0.31952,-0.69636,-0.34252,0.27371,0.84144,-0.96287,-0.50956,0.57942,-0.62602, -1.#IND0, -1.#IND0,0.02277,0.02002,0.01217,0.00905
27.02.2009,-66.3,1.28635,1.26814,1.274,-0.91948,-0.93097,-0.9583,-0.3817,-0.40781,-0.26353,-0.38947,-0.18891,0.15252,-0.49609,-0.1916,-0.00348,0.22826,0.36745,0.57649,0.97031,0.974,0.97845,0.80572,0.81354,0.61214,0.80572,0.81354,0.61214,-0.03734,0.46979,0.73097,-0.99961,-0.99832,-0.99303,-0.0487,-0.06228,-0.07444,-0.44205,-0.26187,0.13608,-0.53627,-0.2854,-0.74921, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.08844,0.73333,0.48052,0.43529,0.17526,1,0.75331,0.75437,-0.41438,-0.48443,-0.39329,-0.4441,0.12788,0.03122,0.46968,-0.97731,-0.43489,0.53581,-0.69584, -1.#IND0, -1.#IND0,0.02212,0.01995,0.01223,0.00908
02.03.2009,-58.811,1.28098,1.26286,1.26585,-0.91992,-0.92982,-0.93983,-0.36579,-0.60693,-0.43754,-0.33354,-0.1719,0.18247,0.0627,-0.03424,-0.16142,0.05431,0.10792,0.43714,0.96749,0.97075,0.97116,0.79578,0.87198,0.66234,0.79578,0.87198,0.66234,0.07339,0.44589,0.49954,-0.99955,-0.99955,-0.99521,-0.04766,-0.06093,-0.07465,-0.52003,-0.32878,0.07799,-0.55963,-0.35378,-0.76776, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.14286,0.73333,0.37662,0.52941,0.09278,1,0.71666,0.82712,-0.75299,-0.41756,-0.28202,-0.25651,0.45902,-0.12317,0.22539,-0.98088,-0.52048,0.49354,-0.75871, -1.#IND0, -1.#IND0,0.02155,0.01987,0.01229,0.00912
03.03.2009,50.335,1.27492,1.25444,1.25858,-0.93081,-0.93996,-0.93411,-0.35642,-0.33858,-0.45223,-0.33391,-0.10691,0.1996,-0.21236,-0.44639,0.06085,0.10787,0.07589,0.29673,0.96837,0.97139,0.96794,0.78977,0.78379,0.66528,0.78977,0.78379,0.66528,-0.19306,-0.18557,0.64028,-0.99881,-0.99783,-0.99603,-0.04688,-0.05901,-0.07448,-0.5552,-0.36968,0.03454,-0.48388,-0.71745,-0.75798, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.19728,0.6,0.16883,0.24706,0.17526,1,0.69904,0.94174,-0.64173,-0.38244,-0.25559,-0.08714,0.75801,-0.25277,0.03814,-0.97868,-0.64516,0.45913,-0.80262, -1.#IND0, -1.#IND0,0.0212,0.01985,0.01236,0.00916
04.03.2009,-107.224,1.26743,1.25374,1.26481,-0.91817,-0.93232,-0.91332,-0.32302,-0.28811,-0.08404,-0.28942,-0.08216,0.26298,0.17993,0.21864,0.19003,0.42295,0.29037,0.44398,0.9591,0.96329,0.95628,0.76776,0.7557,0.53658,0.76776,0.7557,0.53658,0.07086,0.15402,0.97122,-0.99861,-0.99625,-0.9954,-0.04681,-0.05826,-0.07545,-0.67935,-0.4778,-0.05623,-0.49402,-0.81365,-0.81166, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.2517,0.46667,0.27273,0.05882,0.09278,1,0.68209,0.84427,0.63693,-0.3791,0.17403,-0.2324,0.50158,-0.0456,0.29286,-0.97602,-0.64713,0.39519,-0.90873, -1.#IND0, -1.#IND0,0.02013,0.01961,0.01238,0.00918
05.03.2009,59.338,1.26767,1.24552,1.25143,-0.92472,-0.94812,-0.9353,-0.33422,-0.30395,-0.06482,-0.26028,-0.11941,0.24271,-0.07214,-0.27663,-0.11539,0.1227,0.10926,0.11845,0.9628,0.96933,0.96397,0.77525,0.76492,0.53422,0.77525,0.76492,0.53422,-0.00113,-0.22081,0.82482,-0.99969,-0.99669,-0.99462,-0.04741,-0.05893,-0.07885,-0.60862,-0.44925,-0.05819,-0.36361,-0.71744,-0.70599, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.30612,0.46667,0.27273,-0.03529,0.01031,1,0.68625,0.51096,-0.53313,-0.38326,-0.45138,0.08136,0.81777,-0.31947,-0.03943,-0.97617,-0.58507,0.38505,-0.89822, -1.#IND0, -1.#IND0,0.02042,0.01973,0.01248,0.00923
06.03.2009,80.643,1.26623,1.25001,1.25886,-0.90059,-0.93067,-0.93223,-0.31509,-0.26965,-0.11893,-0.24179,-0.10751,0.28067,0.1442,0.19081,0.01742,0.37959,0.40119,0.3187,0.95305,0.96138,0.95958,0.76237,0.74657,0.54556,0.76237,0.74657,0.54556,0.21328,0.07771,0.86444,-0.99987,-0.99791,-0.99532,-0.0479,-0.05786,-0.08331,-0.67178,-0.50915,-0.11683,-0.38816,-0.69722,-0.67562, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.30612,0.6,0.48052,0.24706,0.17526,1,0.76135,0.31727,0.06897,-0.3752,0.21345,-0.0937,0.51015,-0.08179,0.24897,-0.97559,-0.64908,0.3408,-0.96457, -1.#IND0, -1.#IND0,0.01982,0.01961,0.01252,0.00926
09.03.2009,-42.816,1.27251,1.24794,1.26906,-0.91694,-0.94137,-0.95939,-0.33883,-0.4259,-0.09386,-0.26798,-0.11853,0.23727,0.0277,0.18095,0.16178,0.68148,0.66643,0.56075,0.96168,0.96848,0.97085,0.7783,0.80683,0.54537,0.7783,0.80683,0.54537,0.26574,0.35827,1,-0.99991,-0.99968,-0.99437,-0.04802,-0.05815,-0.08369,-0.56534,-0.44551,-0.09207,-0.18593,-0.57193,-0.6312, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.36054,0.46667,0.48052,0.15294,0.17526,1,0.8646,0.30689,0.74699,-0.35248,0.29981,-0.33069,0.0937,0.22019,0.60431,-0.97415,-0.60711,0.34776,-0.91907, -1.#IND0, -1.#IND0,0.02051,0.01984,0.01265,0.00932
10.03.2009,54.823,1.27529,1.25862,1.26363,-0.87975,-0.90588,-0.93664,-0.31394,-0.34597,-0.11636,-0.23934,-0.0888,0.28353,0.07101,0.00528,-0.41626,0.35403,0.49076,0.48644,0.94744,0.95479,0.96056,0.76161,0.77235,0.54433,0.76161,0.77235,0.54433,0.38402,0.39111,0.38373,-0.99933,-0.99913,-0.99548,-0.04715,-0.05877,-0.08316,-0.6644,-0.52238,-0.15812,-0.33484,-0.60645,-0.85247, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.36054,0.73333,0.68831,0.43529,0.17526,1,0.88151,0.31053,-0.60096,-0.29987,-0.19648,-0.41439,0.31456,0.13366,0.45516,-0.97688,-0.63673,0.29981,-0.99782, -1.#IND0, -1.#IND0,0.01976,0.0197,0.01268,0.00935
11.03.2009,-39.783,1.27396,1.25551,1.27062,-0.87559,-0.89626,-0.93059,-0.30784,-0.42277,-0.03581,-0.25587,-0.06725,0.29337,-0.01998,-0.00679,0.22076,0.4643,0.65941,0.68484,0.9451,0.95104,0.9578,0.7574,0.79692,0.51476,0.7574,0.79692,0.51476,0.37228,0.39602,0.73836,-0.99939,-0.99905,-0.99627,-0.04708,-0.05956,-0.08105,-0.67431,-0.54175,-0.1879,-0.28814,-0.52128,-0.87044, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.41497,0.73333,0.58442,0.52941,0.09278,1,0.84401,0.28627,0.65928,-0.22693,0.19726,-0.57483,0.0306,0.3465,0.65801,-0.9819,-0.59123,0.27406,-1, -1.#IND0, -1.#IND0,0.01958,0.01969,0.01275,0.00939
12.03.2009,80.042,1.28211,1.26101,1.26551,-0.88015,-0.89459,-0.92522,-0.31516,-0.40048,-0.07197,-0.28586,-0.10307,0.27366,0,0,0,0.32353,0.43051,0.60174,0.94781,0.95212,0.95786,0.76245,0.79141,0.52976,0.76245,0.79141,0.52976,0.15414,0.52711,0.4857,-0.99975,-0.99883,-0.99863,-0.04725,-0.05921,-0.0805,-0.63606,-0.5235,-0.191,-0.34794,-0.53116,-0.83028, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0.52381,0.73333,0.68831,0.52941,0.01031,1,0.82532,0.34523,-0.64877,-0.14746,-0.18611,-0.45771,0.23788,0.2608,0.48701,-0.98661,-0.71864,0.265,-0.9938, -1.#IND0, -1.#IND0,0.01979,0.0198,0.01284,0.00944
13.03.2009,130.639,1.28697,1.26551,1.27587,-0.83299,-0.86372,-0.90091,-0.79829,-0.39643,-0.33716,-0.56124,-0.85445,-0.28482,0.15126,0.0152,0.21657,0.54426,0.62628,0.86818,0.92582,0.93549,0.94334,0.90381,0.79871,0.77962,0.90381,0.79871,0.77962,0.37265,0.55984,0.82532,-0.99875,-0.99767,-0.99907,-0.04699,-0.05778,-0.07809,-0.80953,-0.64646,-0.26997,-0.23581,-0.45729,-0.77927,0.28492,0.41368,0.35619,-1,-1,-1,0.52381,0.6,0.37662,0.34118,0.09278,1,0.82558,0.30387,-0.06679,-0.02763,0.30315,-0.75755,-0.18063,0.54387,0.73681,-1,-0.48206,0.22532,-0.98556,1,0.38522,0.02003,0.01993,0.01294,0.00949
16.03.2009,40.494,1.29567,1.2732,1.29292,-0.71311,-0.76197,-0.81063,-0.66214,-0.07569,-0.11776,-0.32662,-0.79392,-0.18426,0.22535,0.14854,0.5072,0.86848,0.95895,1,0.82854,0.85033,0.86339,0.78445,0.55221,0.57568,0.78445,0.55221,0.57568,0.50144,0.64376,1,-0.99875,-0.99704,-0.9959,-0.04696,-0.05652,-0.07522,-0.86706,-0.92244,-0.67754,-0.19767,-0.49489,-0.72671,0.20351,0.39314,0.4137,-1,-1,-1,1,0.46667,0.27273,0.34118,0.01031,0.9964,0.82888,0.15216,0.87253,0.12541,0.50885,-1,-0.85479,1,1,-0.99997,-0.02528,0.06687,-0.96999,1,0.29007,0.02038,0.02009,0.01305,0.00954
17.03.2009,2.367,1.2986,1.28323,1.29822,-0.44269,-0.50918,-0.60505,-0.3818,0.40375,0.64,0.26655,-0.30295,0.74016,0.19303,0.02712,0.1979,0.68687,0.93049,1,0.58669,0.62635,0.66583,0.52394,0.10154,-0.15136,0.52394,0.10154,-0.15136,0.64195,0.7984,1,-0.99947,-0.99565,-0.99148,-0.04714,-0.05607,-0.0724,-0.98933,-1,-1,-0.3216,-0.493,-0.74321,-0.14302,0.42695,0.13282,-1,-1,-1,1,0.28571,0.12329,0.01235,-0.03226,1,0.81982,0.18453,1,0.33551,0.14001,-1,-1,1,1,-0.99768,0.37625,-0.18384,-1,1,-0.34144,0.01966,0.01996,0.01309,0.00957
18.03.2009,8.694,1.30703,1.29507,1.29853,0.02202,-0.01655,-0.1947,0.13208,0.6748,0.80209,0.53529,0.01003,0.96527,-0.05489,-0.40606,-0.17967,0.06882,0.67453,0.94714,0.03595,0.12112,0.22191,-0.00681,-0.36332,-0.44198,-0.00681,-0.36332,-0.44198,0.41931,0.63609,0.91963,-0.99834,-0.99444,-0.98357,0.93304,0.06609,-0.01828,-1,-1,-1,-0.45943,-0.575,-0.74144,0.04979,0.42657,0.41657,-0.38662,-1,-1,0.92593,0.14286,0.12329,-0.08642,-0.03226,1,0.78838,0.31377,-0.48378,0.67274,-0.01469,-0.82113,-1,1,0.87261,-0.98974,0.55993,-0.54187,-1,0.99961,-0.59993,0.01856,0.01971,0.01309,0.00958
19.03.2009,353.756,1.30641,1.29305,1.29967,0.16332,0.24557,0.10004,0.46231,1,1,1,0.38576,1,-0.12417,-0.2021,0.16478,0.00277,0.40742,0.84921,-0.14117,-0.2021,-0.11311,-0.37087,-0.83966,-0.90186,-0.37087,-0.83966,-0.90186,0.16292,0.74645,1,-0.99372,-0.99532,-0.97888,0.93272,0.20482,0.03348,-1,-1,-1,-0.22076,-0.65556,-0.79494,-0.07904,0.2084,0.49638,-0.3694,-1,-1,0.92308,0.23077,-0.5,-0.03896,0.01124,1,0.75488,0.37697,-0.03774,1,0.01096,-0.84638,-0.94716,1,0.75914,-0.98269,0.49404,-0.79548,-1,0.99879,-0.43063,0.01781,0.01954,0.01311,0.0096
20.03.2009,145.956,1.3533,1.29855,1.34759,-0.21955,-0.2617,-0.39639,-0.4685,0.46297,0.39901,0.23087,-0.16135,-0.72975,0.51586,0.20697,0.50137,1,1,1,0.45151,0.49743,0.55472,0.5468,-0.09396,-0.03846,0.5468,-0.09396,-0.03846,0.77646,1,1,-0.93124,-0.96874,-0.95146,0.93967,0.98101,0.09921,-0.29657,-0.45168,-0.55895,0.98281,-0.19038,-0.49233,0.92129,0.89837,0.93147,0.52397,0.02275,-1,0.92,-0.16667,-0.75,-0.20548,-0.31765,0.93707,0.64173,0.49887,0.82788,1,1,-0.88717,-1,1,1,-0.95353,0.669,-0.57808,-0.61172,0.99511,0.03985,0.02309,0.02103,0.01355,0.00978
23.03.2009,-21.503,1.37369,1.36035,1.3676,0.75928,0.43674,0.12821,-0.52089,0.47755,0.35985,0.19489,0.02998,-0.94657,0.61041,-0.27428,0.04624,0.84131,1,1,-0.02821,0.17809,0.32764,0.58998,-0.09277,0.02113,0.58998,-0.09277,0.02113,1,1,1,-0.7899,-0.77114,-0.88435,0.91573,1,0.19776,-0.32768,-0.42138,-0.51536,1,-0.07603,-0.48751,1,1,1,0.71282,0.72144,-1,0.84,-0.16667,-0.5,-0.81818,-0.22353,0.8767,0.43775,0.71396,0.58285,1,0.29036,-0.88099,-1,1,1,-0.88011,0.74335,-0.52586,-0.58185,0.9917,0.61834,0.02379,0.0214,0.01371,0.00986
24.03.2009,-31.897,1.37349,1.35162,1.36463,0.7022,0.72969,0.46928,-0.43584,0.43011,0.39768,0.21562,0.25334,-0.75437,0.11913,-0.41193,-0.16559,-0.07398,0.56862,0.78045,-0.04222,-0.02006,0.11457,0.51239,-0.07902,-0.03006,0.51239,-0.07902,-0.03006,0.93587,0.87644,1,-0.93178,-0.75503,-0.8223,0.5355,1,0.28662,-0.36245,-0.44977,-0.55781,0.91076,0.36149,-0.45777,0.58515,1,1,0.49146,0.83656,-1,0.84,-0.16667,-0.75,-0.63636,-0.41176,0.83802,0.3376,0.78802,0.1772,1,-0.26874,-0.81846,-0.84886,0.93314,0.70158,-0.80905,0.55279,-0.55236,-0.61017,0.98708,0.90892,0.02352,0.02151,0.01381,0.00991
25.03.2009,-113.246,1.36769,1.34843,1.3602,0.58836,0.9153,0.79354,-0.28207,0.55895,0.43116,0.27911,0.40403,-0.45536,-0.68513,-0.36248,-0.39595,-0.40339,0.11606,0.54291,-0.05865,-0.20497,-0.13435,0.36883,-0.21862,-0.09926,0.36883,-0.21862,-0.09926,0.18174,0.80909,0.89204,-1,-0.80883,-0.78292,0.52925,0.98807,0.36445,-0.43531,-0.49958,-0.62543,-0.22325,1,-0.46513,-1,0.88756,1,-1,0.72573,-1,0.84,-0.33333,-0.5,-0.63636,-0.50588,0.80459,0.35939,0.82099,0.21231,1,-0.30436,-0.72468,-0.77174,0.84961,0.4004,-0.7406,0.23272,-0.609,-0.6552,0.9812,1,0.02291,0.02153,0.01389,0.00995
26.03.2009,98.399,1.3623,1.34176,1.34437,0.50014,0.68579,0.9284,-0.18789,0.50326,0.3902,0.34116,0.37396,-0.31804,-0.39265,-0.5224,-0.37146,-0.72971,-0.59272,0.09036,-0.05777,-0.13344,-0.25972,0.27836,-0.20027,-0.09669,0.27836,-0.20027,-0.09669,-0.31309,0.57994,0.80788,-0.9638,-0.94781,-0.76598,0.42274,0.94291,0.44777,-0.53218,-0.56,-0.67138,-0.27522,1,-0.47431,0.07579,0.29121,0.93046,-0.4824,0.31115,-1,0.84,-0.33333,-0.5,-0.81818,-0.50588,0.75626,0.35114,0.9764,-0.83467,1,-0.58384,-0.38451,-0.48515,0.62805,-0.04648,-0.68653,-0.0922,-0.64657,-0.67997,0.97303,1,0.02258,0.0216,0.01398,0.01
27.03.2009,-27.91,1.36496,1.34275,1.35823,0.57333,0.5337,0.98463,-0.15745,0.23024,0.3996,0.31803,0.54099,-0.26064,0.48204,-0.75498,-0.16653,-0.09233,-0.25358,0.19427,-0.11378,-0.065,-0.30629,0.24909,0.01017,-0.11244,0.24909,0.01017,-0.11244,-0.08319,0.08545,0.81524,-0.97363,-0.97981,-0.71918,0.53566,0.87439,0.97643,-0.55977,-0.58884,-0.69369,-0.46713,-0.12691,-0.46882,-0.01889,-0.4148,0.85307,-0.30874,-0.93941,0.07222,0.76,-0.16667,-0.25,-0.27273,-0.31765,0.69563,0.29919,1,0.39805,1,0.14218,-0.68278,-0.51298,0.77779,0.08501,-0.62488,-0.34489,-0.66296,-0.70434,0.96422,1,0.02252,0.02174,0.01409,0.01006
30.03.2009,-255.598,1.36279,1.34928,1.35429,0.95673,0.83084,1,0.1339,0.26753,0.53315,0.39615,0.94759,0.0527,0.21472,-0.60934,-0.54734,-0.16636,-0.29395,0.0095,-0.49038,-0.39283,-0.64471,-0.04155,-0.08633,-0.30295,-0.04155,-0.08633,-0.30295,-0.07491,-0.38582,0.61051,-0.99295,-0.97498,-0.58373,0.17271,0.52947,0.95619,-0.76361,-0.74248,-0.80824,-0.69683,-0.43683,-0.41328,-0.39257,-0.52668,0.73712,0.58459,-1,0.10047,0.83333,0.09091,0.5,0.09091,-0.375,0.63752,0.26576,1,-0.36678,1,-0.2929,-0.59861,-0.2552,0.70559,-0.09901,-0.55947,-0.57197,-0.78294,-0.81598,0.95573,1,0.02139,0.02157,0.01412,0.01008
31.03.2009,70.646,1.359,1.3164,1.31749,-0.02878,0.02848,0.24053,-0.45943,0.22711,0.28343,0.06782,0.27944,-0.80778,-0.12776,-0.72506,-0.83088,-1,-1,-0.75735,0.35797,0.35568,0.14854,0.53301,0.07946,0.05706,0.53301,0.07946,0.05706,-0.34963,-0.86893,0.24744,-0.81994,-0.78592,-0.71064,0.09609,0.5488,0.92945,-0.31531,-0.45367,-0.61699,0.04937,0.16427,-0.10463,0.54743,0.22334,0.54795,0.48999,-0.41893,0.23989,0.83333,0.45455,1,0.45455,0,0.59378,0.28065,1,-1,1,-1,0.21182,0.69884,0.22683,-0.82851,-0.5379,-0.76306,-0.64787,-0.58609,0.9435,0.97652,0.02396,0.02242,0.0144,0.0102
01.04.2009,-56.29,1.32814,1.31115,1.3277,-0.10591,0.01313,0.20727,-0.24789,0.50171,0.33611,0.22566,0.58402,-0.88222,0.15365,-0.11746,-0.00733,-0.3104,-0.56082,-0.64003,0.30696,0.26216,0.05544,0.33496,-0.18374,-0.04004,0.33496,-0.18374,-0.04004,-0.399,-0.65262,0.32779,-0.72681,-0.61478,-0.78257,0.15122,0.63954,0.89778,-0.52607,-0.58357,-0.71823,-0.26849,0.10511,0.20982,0.67437,0.45703,0.4052,0.64438,-0.14382,-0.03282,0.83333,0.81818,1,1,0.375,0.56125,0.31749,1,0.99751,0.96605,0.10636,-0.01753,0.41085,0.35021,-0.65498,-0.53821,-0.85568,-0.78542,-0.63257,0.92792,0.93041,0.02297,0.02234,0.01445,0.01023
02.04.2009,39.086,1.33421,1.31655,1.31953,0.30173,0.06959,0.1403,-0.07243,0.48643,0.23754,0.20532,0.81393,-0.84917,0.1384,-0.20828,-0.31199,-0.19157,-0.66872,-0.99926,-0.00336,0.14779,0.00528,0.16489,-0.21761,-0.01407,0.16489,-0.21761,-0.01407,-0.45352,-0.53325,0.24879,-0.96222,-0.57828,-0.83598,0.34188,0.76511,0.86881,-0.67851,-0.6957,-0.79817,-0.17763,0.04177,0.30653,-0.13585,0.49294,0.16032,0.34027,0.35869,-0.26445,0.82609,0.77778,0.55556,1,0.25,0.51943,0.33408,1,-0.70223,0.92803,-0.32943,0.16571,0.6684,0.24128,-0.89059,-0.54239,-0.98217,-0.9099,-0.67999,0.91012,0.86502,0.02221,0.02229,0.01451,0.01027
03.04.2009,120.818,1.33104,1.31785,1.32521,0.67174,0.39758,0.26615,0.25719,0.69349,0.53009,0.44583,1,-0.61214,0.87529,-0.39944,-0.83186,-0.07388,-0.31492,-0.84901,-0.38679,-0.20682,-0.24695,-0.17033,-0.48263,-0.33934,-0.17033,-0.48263,-0.33934,0.12454,-0.65688,-0.14123,-0.98487,-0.67433,-0.67115,0.2129,0.37475,0.84119,-0.89197,-0.86299,-0.92476,-1,-0.17243,-0.32617,-0.39381,0.3334,0.20768,-0.49427,0.79304,-0.48112,0.90909,1,0.55556,1,0.75,0.46799,0.33645,1,0.1193,0.89976,-0.00106,0.03808,0.802,0.30701,-0.75687,-0.5454,-0.92288,-1,-0.80448,0.8903,0.79215,0.02092,0.02207,0.01453,0.01029
06.04.2009,68.108,1.35166,1.33222,1.34295,0.74193,0.57476,0.15151,0.05599,0.5853,0.2394,0.32253,0.64505,-0.71272,0.32286,-0.03397,-0.23207,0.40009,0.28746,-0.3774,-0.32253,-0.20316,-0.06591,0.03726,-0.3332,-0.04951,0.03726,-0.3332,-0.04951,0.21654,-0.34443,-0.51068,-0.83269,-0.87337,-0.63276,0.19955,0.15503,0.75687,-0.7083,-0.77036,-0.88433,-0.42444,0.22243,-0.1525,0.29824,-0.08558,0.12626,-0.10059,0.54894,-0.81574,0.81818,1,0.11111,0.66667,0.75,0.4256,0.33488,0.61036,0.35743,0.89727,0.28134,0.0116,0.47193,0.50659,-0.42343,-0.55729,-0.93245,-0.99977,-0.72462,0.86523,0.70462,0.02171,0.02234,0.01468,0.01036
